name,phone,email,email_host,website,category,address,city,state,zip,country,google_rank,facebook_url,instagram_url,twitter_url,linkedin_url,googlestars,googlereviewscount,yelpstars,yelpreviewscount,facebookstars,facebookreviewscount,facebookpixel,googlepixel,criteopixel,seo_schema,googleanalytics,linkedinanalytics,uses_wordpress,mobilefriendly,uses_shopify,domain_registration,domain_expiration,domain_registrar,domain_nameserver,instagram_name,instagram_is_verified,instagram_is_business_account,instagram_media_count,instagram_highlight_reel_count,instagram_followers,instagram_following,instagram_category,instagram_average_likes,instagram_average_comments,ads_yelp,ads_facebook,ads_instagram,ads_messenger,ads_adwords,g_maps,g_maps_claimed,search_keyword,search_city
Hideaway Pizza,19458007377,ppeterson@pete.com,google.com,https://www.hideawaypizza.com,Pizza,5410 State Hwy 121,Plano,TX,75024,US,,,https://www.instagram.com/hideawaypizza,https://www.twitter.com/hideawaypizza,https://www.linkedin.com/company/hideaway-pizza,4.6,2971,4.4,315,,,n,n,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Tucows Domains,hover.com,Hideaway Pizza,1,1,3796,6,15386,2822,Restaurant,59,,,,,,,"https://maps.google.com/maps/place/Hideaway+Pizza/@33.0941518,-96.8092272,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x68C07A4596571F8F!8m2!3d33.0941518!4d-96.8092272",claimed,Restaurants,Plano
Sindbad Burger,14692090021,sindbadburger@gmail.com,google.com,https://sindbadburger.com,Juice Bars & Smoothies,3231 Preston Rd Ste 13,Frisco,TX,75034,US,,,https://www.instagram.com/sindbad_burger,,,4.5,725,4.3,29,,,n,n,n,n,n,n,n,y,n,,,,,Sindbad Burger,,,189,4,2521,150,,32,3,,,,,,"https://maps.google.com/maps/place/Sindbad+Burger/@33.106203096917,-96.80848670366,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDE0EBF5F82A0C9C1!8m2!3d33.106203096917!4d-96.80848670366",claimed,Restaurants,Plano
Usmania Fine Dining,12142429413,usmaniadallas@gmail.com,google.com,https://usmaniarestaurant.com,Pakistani,400 N Coit Rd,Richardson,TX,75080,US,,,https://www.instagram.com/usmaniafinedining,,,4,1860,3.7,19,,,y,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Network Solutions,cloudflare.com,Usmania Chicago,,1,2627,11,3955,686,Restaurants,36,7,,,,,,"https://maps.google.com/maps/place/Usmania+Fine+Dining/@32.956694029961,-96.768212416211,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA2E9D40C0E4D4AEB!8m2!3d32.956694029961!4d-96.768212416211",claimed,Restaurants,Plano
Thai Garland,14693950369,thaigarlandtx@gmail.com,google.com,http://thaigarland.com,Thai,6850 N Shiloh Rd Ste U,Garland,TX,75044,US,,,,,,4.8,97,4.7,37,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,domain.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Thai+Garland/@32.9774097,-96.6639791,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x96D7CB9295247CD2!8m2!3d32.9774097!4d-96.6639791",claimed,Restaurants,Plano
Kin-D Lao & Thai Food,12142999832,eat@kin-d.us,zoho.com,http://www.kin-d.us,Thai,3949 Legacy Dr Ste 104,Plano,TX,75025,US,,,https://www.instagram.com/kin_d.tx,,,,,4.7,34,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Squarespace Domains Ii,wix.com,Kin-D Lao and Thai Food,,,90,,688,334,,233,23,,,,,,,,Restaurants,Plano
Crossroads Diner,14694643213,info@crossroads-diner.com,outlook.com,http://www.crossroads-diner.com,Breakfast & Brunch,645 Powell Ln,Plano,TX,75075,US,,https://www.facebook.com/crossroadsdinerdallasbestbreakfastindallas,https://www.instagram.com/crossroadsdinerdallas,,https://www.linkedin.com/company/crossroads-diner,,,4.2,74,4.4,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Crossroads Diner,,1,312,,1157,1084,Entrepreneur,23,2,,,,,,,,Restaurants,Plano
Bindaas Bar & Restaurant,19728638666,bindaastx@gmail.com,google.com,https://gobindaas.com,Sports Bars,3000 Northside Blvd Ste 900,Richardson,TX,75080,US,,,https://www.instagram.com/bindaasrichardson,,,3.9,198,2,3,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Bindaas Bar & Restaurant,,1,60,1,547,14,Restaurant,4,,,,,,,"https://maps.google.com/maps/place/Bindaas+Bar+&+Restaurant/@32.993449835986,-96.749173431309,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD48ED389B8FC0927!8m2!3d32.993449835986!4d-96.749173431309",claimed,Restaurants,Plano
Taco Dorado,12149700365,fabio@campusfoodhall.com,google.com,http://tacodorado.godaddysites.com,Tacos,5248 Democracy Dr Ste 102,Plano,TX,75024,US,,,,,,,,3.4,7,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,63078e2c-9ed7-4a43-8dba-40c5c61db6be.godaddysites.com,,,,,,,,,,,,,,,,,,Restaurants,Plano
Grand Tandoori,12144402154,info@grandtandoori.com,google.com,http://www.grandtandoori.com,Pakistani,4101 E Park Blvd Ste 121,Plano,TX,75074,US,,,,,,4.6,299,3.7,6,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Namecheap,registrar-servers.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Grand+Tandoori/@33.0326596,-96.648591,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC1B61F98572F72C9!8m2!3d33.0326596!4d-96.648591",claimed,Restaurants,Plano
Taqueria & Tamaleria Nuevo Leon,12145014744,nuevoleondallas@gmail.com,google.com,http://taquerianuevoleon.com,Mexican,208 W FM 544 Ste 109,Murphy,TX,75094,US,,,,,,4.7,1841,4.7,25,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Taqueria+&+Tamaleria+Nuevo+Leon/@33.01025841215,-96.617761368641,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x98FC854E48498FCB!8m2!3d33.01025841215!4d-96.617761368641",claimed,Restaurants,Plano
Plano Halal Meat,14698383700,info@planohalalmeat.com,google.com,https://www.planohalalmeat.com,Halal,6100 K Ave Ste 102,Plano,TX,75074,US,,,,,,5,221,5,2,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,websitewelcome.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Plano+Halal+Meat/@33.0576132,-96.6887911,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xD89D1B3E92E0D531!8m2!3d33.0576132!4d-96.6887911",claimed,Restaurants,Plano
Bread Street Boys Pizza and Wholesale Bakery,18558250777,info@breadstreetboys.com,proofpoint.com,https://breadstreetboys.com,Pizza,2710 S Rigsbee Dr A Ste #a,Plano,TX,75074,US,,,https://www.instagram.com/breadstreetboys,,,4.9,303,4.8,24,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Bread Street Boys Pizzeria & Bakery,1,1,64,,735,828,Wholesale Bakery,19,3,,,,,,"https://maps.google.com/maps/place/Bread+Street+Boys+Pizza+and+Wholesale+Bakery/@33.014957356928,-96.6772326,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBB57F8A33B40FA53!8m2!3d33.014957356928!4d-96.6772326",claimed,Restaurants,Plano
Sazon De Loa,12142999846,hola@sazondeloa.com,outlook.com,https://www.sazondeloa.com,Mexican,3421 E Renner Rd Ste 113,Plano,TX,75074,US,,,,,,4.6,155,4.2,39,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,aws.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Sazon+De+Loa/@32.998055063451,-96.667004914812,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xA51F89B76BB24409!8m2!3d32.998055063451!4d-96.667004914812",claimed,Restaurants,Plano
One Stop India,19452849716,onestopindiamurphy@gmail.com,google.com,https://onestopindiaus.com,Indian,208 W Farm To Market 544 Ste 107,Murphy,TX,75094,US,,,https://www.instagram.com/onestopindia_restaurant,,,4.4,678,3.8,12,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,OneStopIndia Murphy,,1,101,12,443,11,Restaurant,181,8,,,,,,"https://maps.google.com/maps/place/One+Stop+India/@33.010261240037,-96.617689191409,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x722EC4CCAC7D15A4!8m2!3d33.010261240037!4d-96.617689191409",claimed,Restaurants,Plano
MOTW Coffee,13512776589,shaz@themotw.org,google.com,http://motw.coffee,Coffee & Tea,4013 14th St Unit 407,Plano,TX,75074,US,,,https://www.instagram.com/motw.coffee,,,4.8,872,4.5,37,,,n,n,n,n,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,MOTW Coffee & Pastries,1,1,382,14,48367,148,Coffee shop,1218,57,,,,,,"https://maps.google.com/maps/place/MOTW+Coffee/@33.015414192694,-96.655829015418,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEA25E74D079BED98!8m2!3d33.015414192694!4d-96.655829015418",claimed,Restaurants,Plano
Bombay Republic Indian Kitchen and Bar,19452580621,manager@bombayrepublic.com,outlook.com,https://bombayrepublicdallas.com,Indian,700 E Campbell Rd Ste 190,Richardson,TX,75081,US,,,,,,4.7,2422,4.4,97,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,1,,,,,"https://maps.google.com/maps/place/Bombay+Republic+Indian+Kitchen+and+Bar/@32.974767111846,-96.7152009,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xDA9608EC7904FC56!8m2!3d32.974767111846!4d-96.7152009",claimed,Restaurants,Plano
Dil Se Desi,14699690330,dilsedesiplano@gmail.com,google.com,https://dilsedesiplano.com,Indian,6205 Coit Rd Ste 166,Plano,TX,75024,US,,,https://www.instagram.com/dilsedesiplano,,,,,5,2,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Dil Se Desi,,1,107,,491,7,Restaurant,2,,,,,,,,,Restaurants,Plano
Farina In Grani Pizzeria,19453497897,info@farinaingranipizzeria.com,google.com,https://farinaingranipizzeria0647.s4shops.com,Desserts,514 Lockwood Dr,Richardson,TX,75080,US,,,https://www.instagram.com/farinaingranipizzeria,,,4.9,325,5,22,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Farina In Grani Pizzeria,,1,56,4,879,42,Pizza place,28,2,,,,,,"https://maps.google.com/maps/place/Farina+In+Grani+Pizzeria/@32.9524172,-96.7362696,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x196ABEDCC1FEDFBF!8m2!3d32.9524172!4d-96.7362696",claimed,Restaurants,Plano
Blue Fig International Market,19722583344,bluefigmarket@gmail.com,google.com,http://www.bluefigmarket.com/,International Grocery,4101 E Park Blvd Ste 135,Plano,TX,75074,US,,,,,https://www.linkedin.com/company/blue-fig-international-market,4.6,775,3.8,35,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,,,,,,,,,,,,,,,,https://g.page/BlueFigMarket,claimed,Restaurants,Plano
King's Noodle,19724370881,chunpingdavid@yahoo.com.tw,yahoo.com,https://kingnoodle.site/,Taiwanese,201 S Greenville Ave,Richardson,TX,75081,US,,https://www.facebook.com/119936308022305,,,,4.4,403,3.8,383,4.5,40,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Virtua Drug Kutatasi Szolgaltato Korlatolt Felelossegu Tarsasag,abovedomains.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/King's+Noodle/@32.9472836,-96.730312,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1544699B4D78C416!8m2!3d32.9472836!4d-96.730312",claimed,Restaurants,Plano
Canyon Bar & Grill,14696750800,luckiebarry@yahoo.com,yahoo.com,https://apluspoolsllc.net/,Bars,777 Watters Creek Blvd,Allen,TX,75013,US,,,,,,4.4,1058,3.9,7,,,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Canyon+Bar+&+Grill/@33.0920065,-96.6823623,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBDAE87ADF7C0DAFB!8m2!3d33.0920065!4d-96.6823623",claimed,Restaurants,Plano
The Catch,12144841941,lawrencedowdell@icloud.com,icloud.com,http://www.thecatchdfw.com/,Desserts,7522 Campbell Rd Ste 108,Dallas,TX,75248,US,,,https://www.instagram.com/thecatchdfw,,,4.7,301,4.3,88,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,The Catch,,1,513,1,1780,679,Cajun & Creole Restaurant,1,,,,,,,"https://maps.google.com/maps/place/The+Catch/@32.977547436469,-96.769895862601,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1BE1BA87C2D5488A!8m2!3d32.977547436469!4d-96.769895862601",claimed,Restaurants,Plano
Fanah Cafe and Pastry,12147580592,fanahcafeandpastry@gmail.com,google.com,http://fanahcafeandpastry.com/,Cafes,139 N Plano Rd,Richardson,TX,75081,US,,,https://www.instagram.com/fanah_cafe,,,4.9,206,4.9,14,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,Fanah Cafe and Pastry,,1,64,4,385,14,Coffee shop,35,1,,,,,,"https://maps.google.com/maps/place/Fanah+Cafe+and+Pastry/@32.9466034,-96.7010493,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xC17A7F86EF29722E!8m2!3d32.9466034!4d-96.7010493",claimed,Restaurants,Plano
Beijing Chinese Restaurant,12146180808,greenvilleneurology@yahoo.com,yahoo.com,https://www.neurocareoftx.com/,Chinese restaurant,3259 Preston Rd,Frisco,TX,75034,US,,,,,,,,,,,,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Beijing+Chinese+Restaurant/@33.106899261475,-96.809295654297,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x226A67EF04632240!8m2!3d33.106899261475!4d-96.809295654297",unclaimed,Restaurants,Plano
Fat Oysters Seafood Restaurant,19722124266,nmaxwell@quantumdfw.com,google.com,,Seafood,200 Coit Rd,Plano,TX,75075,US,,,,,,,,2.9,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,Plano
Swayz Restaurant,12145703133,swayzdallas@gmail.com,google.com,,Restaurant,9750 Walnut St Ste 114,Dallas,TX,75243,US,,https://www.facebook.com/swayzdallas,,,,,,,,4.5,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Restaurants,Plano
Hoegemeyer's Barbeque Barn,13618844227,hoegemeyers@gmail.com,google.com,http://hoegemeyers.com/,Barbecue restaurant,711 Concrete St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/hoegemeyers,,,4.5,713,4.3,175,,,y,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Hoegemeyer's Barbeque,,1,173,1,670,41,Barbecue Restaurant,49,1,,,,,,https://g.page/hoegemeyers,claimed,Restaurants,Corpus Christi
Vietnam Restaurant,13618532682,info@vietnam-restaurant.com,self_hosted,https://www.vietnam-restaurant.com/,Vietnamese restaurant,Starr St,Corpus Christi,TX,78401,US,,https://www.facebook.com/vietnamrestauranttx,,,,4.3,442,3.8,161,4.5,627,n,n,n,n,y,n,y,n,n,1970-01-01,1970-01-01,Squarespace Domains Ii,easyweb8.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Vietnam+Restaurant/@27.79801,-97.393016,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x7B540696ED845C42!8m2!3d27.79801!4d-97.393016",claimed,Restaurants,Corpus Christi
Executive Surf Club,13618847873,banquets@waterstreetrestaurants.com,google.com,https://www.executivesurfclub.com/,Bar & grill,306 N Chaparral St,Corpus Christi,TX,78401,US,,https://www.facebook.com/4414.prescott,https://www.instagram.com/elizabeths_amst,,,4.4,2458,3.8,568,5,472,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,worldnic.com,Elizabeth's at the Art Museum | Corpus Christi,,,838,3,5515,275,,36,,,,,,,"https://maps.google.com/maps/place/Executive+Surf+Club/@27.7944247,-97.3942771,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x4A80A48353DBE0!8m2!3d27.7944247!4d-97.3942771",claimed,Restaurants,Corpus Christi
Water Street Oyster Bar,13618819448,banquets@waterstreetrestaurants.com,google.com,http://www.waterstmarketcc.com/oyster-bar-cc/,Restaurant,309 N Water St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/elizabeths_amst,,,4.4,4825,3.9,31,,,n,y,n,y,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Elizabeth's at the Art Museum | Corpus Christi,,,838,3,5515,275,,36,,,,,,,https://g.page/OysterBarCC,claimed,Restaurants,Corpus Christi
Brewster Street Icehouse - Downtown,13618842739,info@brewsterstreet.net,appriver.com,https://brewsterstreet.net/,Bar & grill,1724 N Tancahua St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/brewsterstreet,https://www.twitter.com/brewsterstreet,,4.4,3424,3.1,210,,,n,y,n,n,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Brewster Street Icehouse - Downtown,,1,3030,5,28396,755,Restaurants,87,2,,,,,,"https://maps.google.com/maps/place/Brewster+Street+Icehouse+-+Downtown/@27.8074772,-97.3984016,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x2C935A6605651E98!8m2!3d27.8074772!4d-97.3984016",claimed,Restaurants,Corpus Christi
Railroad Seafood &amp; Brewery - Downtown,13618836200,rrseafoodmgmt@gmail.com,google.com,http://railroadseafoodstation.com/,American restaurant,1214 N Chaparral St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/railroaddowntown,,https://www.linkedin.com/company/railroad-seafood-station,4.2,1131,,,,,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Register.com - Network Solutions,register.com,Railroad Brewing Co.,,1,140,1,1827,188,Restaurant,16,1,,,,,,"https://maps.google.com/maps/place/Railroad+Seafood+&amp;+Brewery+-+Downtown/@27.802993,-97.3941449,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF8037CFF9867A9F8!8m2!3d27.802993!4d-97.3941449",claimed,Restaurants,Corpus Christi
Aka Sushi Downtown,13618828885,akafoodservices@gmail.com,google.com,http://akasushicorpus.com/,Japanese restaurant,415 N Water St,Corpus Christi,TX,78401,US,,https://www.facebook.com/akaholics,https://www.instagram.com/akasushidowntown,,,4.5,665,3.6,170,5,20,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Aka Sushi Downtown,,1,101,1,1503,128,Sushi Restaurant,6,,,,,,,https://g.page/aka-sushi-downtown,claimed,Restaurants,Corpus Christi
Tavern On the Bay,13618818503,texastease@harrisonslanding.net,rackspace.com,http://harrisonslanding.net/restaurant/,Bar,108 Peoples St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/harrisonslandingcc,https://www.twitter.com/harrisonscc,,4.3,419,3.6,753,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,cloudflare.com,Harrison's Landing,,1,1911,1,3416,661,Product/service,9,,,,,,,https://g.page/harrisonslandingcc,claimed,Restaurants,Corpus Christi
Howards BBQ &amp; Catering,13618821200,howardsbbq@gmail.com,google.com,https://howards-bbq.com/,Barbecue restaurant,1002 Antelope St,Corpus Christi,TX,78401,US,,https://www.facebook.com/126995088125,,,,4.6,668,4.2,53,4.5,423,n,y,n,n,y,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Howards+BBQ+&amp;+Catering/@27.7975074,-97.4011088,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1E6FC9C7B553EFC8!8m2!3d27.7975074!4d-97.4011088",claimed,Restaurants,Corpus Christi
House of Rock,13618827625,stephanie@texashouseofrock.com,proofpoint.com,https://texashouseofrock.com/,Restaurant,511 Starr St,Corpus Christi,TX,78401,US,,https://www.facebook.com/houseorock,https://www.instagram.com/houseorock,https://www.twitter.com/houseorock,,4.5,1447,3.9,185,4.4,1389,y,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,House of Rock,,1,7126,7,25091,6222,Restaurant,123,1,,1,1,1,,"https://maps.google.com/maps/place/House+of+Rock/@27.7976771,-97.3953857,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x9C64A8AB6991E0C6!8m2!3d27.7976771!4d-97.3953857",claimed,Restaurants,Corpus Christi
Blackbeard's On the Beach,13618841030,altaylor16@gmail.com,google.com,http://blackbeards.restaurant/,Seafood restaurant,3117 Surfside Blvd,Corpus Christi,TX,78402,US,,https://www.facebook.com/107772772633472,,,,4.3,5303,3.7,861,4.2,1762,n,n,n,n,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,dnsbycomodo.net,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Blackbeard's+On+the+Beach/@27.8190609,-97.3904168,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xEFEA89782F3CD92B!8m2!3d27.8190609!4d-97.3904168",claimed,Restaurants,Corpus Christi
U &amp; I Steak and Seafood Restaurant,13618833492,u.isteakseafood@gmail.com,google.com,https://www.uandisteakseafood.com/,Restaurant,309 S Water St,Corpus Christi,TX,78401,US,,,,,,4.4,4498,3.4,340,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Wix.com,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/U+&amp;+I+Steak+and+Seafood+Restaurant/@27.7899977,-97.3950756,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x3C9BE531EBE7C631!8m2!3d27.7899977!4d-97.3950756",claimed,Restaurants,Corpus Christi
Yo Philly Cheese Steaks,13619772011,ncatala6@aol.com,aol.com,https://yophillycheesesteakstx.com/,Cheesesteak restaurant,1090 Railroad Ave,Portland,TX,78374,US,,,,,,4.7,3224,,,,,n,y,n,n,y,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Yo+Philly+Cheese+Steaks/@27.8794991,-97.3184254,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xBC627ED213AE4DC1!8m2!3d27.8794991!4d-97.3184254",claimed,Restaurants,Corpus Christi
Mesquite Street Pizza and Pasta Co.,13618827499,southside@mesquitestreet.com,google.com,http://mesquitestreet.com/,Pizza restaurant,617 N Mesquite St,Corpus Christi,TX,78401,US,,,https://www.instagram.com/mesquitestreet,https://www.twitter.com/standuplive,,4.2,1412,,,,,n,y,n,y,n,n,n,y,n,1970-01-01,1970-01-01,Network Solutions,wix.com,,,1,259,3,1412,1790,Local Events,7,,,,,,,https://g.page/MesquiteStPizzaAndPastaCo,claimed,Restaurants,Corpus Christi
Luciano's Italian Restaurant,13618823191,eat@lucianositalian.com,self_hosted,http://www.lucianositalian.com/,Italian restaurant,1821 S Alameda St,Corpus Christi,TX,78404,US,,https://www.facebook.com/lucianositaliancc,,https://www.twitter.com/lucianositalian,,4.5,917,4,137,4.5,750,n,n,n,n,y,n,n,y,n,1970-01-01,1970-01-01,Bluehost,bluehost.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Luciano's+Italian+Restaurant/@27.771992,-97.400529,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xB6BBA82DF588B84B!8m2!3d27.771992!4d-97.400529",claimed,Restaurants,Corpus Christi
Franks Spaghetti House,13618820075,franksspaghettihouse47@gmail.com,google.com,http://www.franksspaghettihouse.com/,Italian restaurant,2724 Leopard St,Corpus Christi,TX,78408,US,,https://www.facebook.com/franksspaghettihousecorpus,,,,4.3,1264,4,118,4.5,951,n,n,n,n,n,n,n,n,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Franks+Spaghetti+House/@27.7969281,-97.4207872,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0xF947808885D1BD1C!8m2!3d27.7969281!4d-97.4207872",claimed,Restaurants,Corpus Christi
Bellino Ristorante Italiano e Bottega,13618148998,francesco@bellinostexas.com,google.com,http://www.bellinostexas.com/,Italian restaurant,3815 S Alameda St,Corpus Christi,TX,78411,US,,,https://www.instagram.com/bellinoristorantecc,https://www.twitter.com/bellinoportland,,4.4,770,3.7,163,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,Bellino Ristorante e Bottega,,1,1924,8,3813,783,Restaurant,12,1,,,,,,https://g.page/bellinobottega,claimed,Restaurants,Corpus Christi
Yardarm Restaurant,13618558157,tim@theyardarmrestaurant.com,google.com,https://theyardarmrestaurant.com/,Seafood restaurant,4310 Ocean Dr,Corpus Christi,TX,78412,US,,,https://www.instagram.com/yardarm_restaurant,,,4.3,492,3.8,247,,,n,y,n,y,y,n,y,y,n,1970-01-01,1970-01-01,Tlds L.l.c. Srsplus,cloudflare.com,Yardarm Restaurant,,1,246,,398,60,Restaurant,6,,,,,,,"https://maps.google.com/maps/place/Yardarm+Restaurant/@27.7394,-97.3648916,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x15573FFE8ED220A5!8m2!3d27.7394!4d-97.3648916",claimed,Restaurants,Corpus Christi
BKK thai kitchen   bar,13613340857,ryan@bkkthaikitchenbar.com,google.com,http://www.bkkthaikitchenbar.com/,Thai restaurant,3850 S Alameda St UNIT 27,Corpus Christi,TX,78411,US,,,https://www.instagram.com/bkkthaikitchenbar,,,4.3,993,4,389,,,n,n,n,y,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,domaincontrol.com,BKK thai kitchen + bar,,1,937,1,5426,289,Restaurants,34,1,,,,,,https://g.page/BKKthaikitchenbar,claimed,Restaurants,Corpus Christi
Catfish Charlies,13619930363,catfishcharlies@hotmail.com,outlook.com,https://www.catfishcharlies.net/,Seafood restaurant,5830 McArdle Rd #12,Corpus Christi,TX,78412,US,,,,,,4.4,3034,4,301,,,n,y,n,n,n,n,n,y,n,1970-01-01,1970-01-01,GoDaddy,wix.com,,,,,,,,,,,,,,,,"https://maps.google.com/maps/place/Catfish+Charlies/@27.7094069,-97.3634386,17z/data=!3m1!4b1!4m5!3m4!1s0x0:0x1C12DE1734B0D896!8m2!3d27.7094069!4d-97.3634386",claimed,Restaurants,Corpus Christi
The Bar-B-Q Man Restaurant &amp; Catering,13618884248,thebbqman@thebbqman.com,rackspace.com,https://www.thebbqman.com/,Barbecue restaurant,4931 I-37,Corpus Christi,TX,78408,US,,https://www.facebook.com/thebbqmancc,https://www.instagram.com/thebbqmancc,,https://www.linkedin.com/company/the-bar-b-q-man-restaurant,4.5,503,4.3,68,5,295,n,n,n,y,n,n,y,y,n,1970-01-01,1970-01-01,Dreamhost,dreamhost.com,The Bar-B-Q Man Restaurant,,1,169,4,845,491,Restaurants,24,2,,,,,,https://g.page/bbqman,claimed,Restaurants,Corpus Christi
